time2 include mem,i,time serial,time include mem,time2,time
0.0008640289306640625,1,8.2790851593017578e-05,0.0008640289306640625,9.0281168619791671e-05,9.0281168619791671e-05
0.00084900856018066406,2,0.00028997659683227539,0.00084900856018066406,9.1155370076497391e-05,9.1155370076497391e-05
0.0008640289306640625,3,0.00062894821166992188,0.0008640289306640625,9.0837478637695312e-05,9.0837478637695312e-05
0.00085520744323730469,4,0.001099705696105957,0.00085520744323730469,9.1075897216796875e-05,9.1075897216796875e-05
0.00086224079132080078,5,0.0017170906066894531,0.00086224079132080078,9.1075897216796875e-05,9.1075897216796875e-05
0.00087102254231770837,6,0.0024485588073730469,0.00087102254231770837,9.1254711151123047e-05,9.1254711151123047e-05
0.00086444616317749023,7,0.0033265352249145508,0.00086444616317749023,9.0777873992919922e-05,9.0777873992919922e-05
0.0008684992790222168,8,0.0043143630027770996,0.0008684992790222168,9.0777873992919922e-05,9.0777873992919922e-05
0.00087499618530273438,9,0.005490422248840332,0.00087499618530273438,9.1791152954101562e-05,9.1791152954101562e-05
